,description,img,label
OWLClass_001163,"Onychophora (from Ancient Greek, onyches, ""claws""; and pherein, ""to carry""), commonly known as velvet worms (due to their velvety texture and somewhat wormlike appearance) or more ambiguously as peripatus (after the first described genus, Peripatus), is a phylum of elongate, soft-bodied, many-legged panarthropods. In appearance they have variously been compared to worms with legs, caterpillars, and slugs. They prey upon smaller animals such as insects, which they catch by squirting an adhesive slime. Approximately 200 species have been described, although the true number of species is likely greater. The two extant families of velvet worms are Peripatidae and Peripatopsidae. They show a peculiar distribution, with the peripatids being predominantly equatorial and tropical, while the peripatopsids are all found south of the equator. It is the only phylum within animalia that is wholly endemic to terrestrial environments. Velvet worms are considered close relatives of the Arthropoda and Tardigrada, with which they form the taxon Panarthropoda. This makes them of palaeontological interest, as they can help reconstruct the ancestral arthropod. In modern zoology, they are particularly renowned for their curious mating behaviour and for bearing live young.",img/onychophora.jpg,onychophora
OWLClass_001164,Orthonectida is a small phylum of poorly known parasites of marine invertebrates that are among the simplest of multi-cellular organisms. Members of this phylum are known as orthonectids.,img/orthonectida.jpg,orthonectida
OWLClass_001165,"Phoronids (scientific name Phoronida, sometimes called horseshoe worms) are a small phylum of marine animals that filter-feed with a lophophore (a ""crown"" of tentacles), and build upright tubes of chitin to support and protect their soft bodies. They live in most of the oceans and seas including the Arctic Ocean but excluding the Antarctic Ocean, and between the intertidal zone and about 400 meters down. Most adult phoronids are 2 cm long and about 1.5 mm wide, although the largest are 50 cm long. The bottom end of the body is an ampulla (a flask-like swelling), which anchors the animal in the tube and enables it to retract its body very quickly when threatened. When the lophophore is extended at the top of the body, cilia (little hairs) on the sides of the tentacles draw food particles to the mouth, which is inside and slightly to one side of the base of the lophophore. Unwanted material can be excluded by closing a lid above the mouth or be rejected by the tentacles, whose cilia can switch into reverse. The food then moves down to the stomach, which is in the ampulla. Solid wastes are moved up the intestine and out through the anus, which is outside and slightly below the lophophore. A blood vessel leads up the middle of the body from the stomach to a circular vessel at the base of the lophophore, and from there a single blind vessel runs up each tentacle. A pair of blood vessels near the body wall lead downward from the lophophore ring to the stomach and also to blind branches throughout the body. There is no heart, but the major vessels can contract in waves to move the blood. Phoronids do not ventilate their trunks with oxygenated water, but rely on respiration through the lophophore. The blood contains hemoglobin, which is unusual in such small animals and seems to be an adaptation to anoxic and hypoxic environments. The blood of Phoronis architecta carries twice as much oxygen as a human of the same weight. Two metanephridia filter the body fluid, returning any useful products and dumping the remaining soluble wastes through a pair of pores beside the anus. One species builds colonies by budding or by splitting into top and bottom sections, and all phoronids reproduce sexually from spring to autumn. The eggs of most species form free-swimming actinotroch larvae, which feed on plankton. An actinotroch settles to the seabed after about 20 days and then undergoes a radical change in 30 minutes: the larval tentacles are replaced by the adult lophophore; the anus moves from the bottom to just outside the lophophore; and this changes the gut from upright to a U-bend, with the stomach at the bottom of the body. One species forms a ""slug-like"" larva, and the larvae of a few species are not known. Phoronids live for about one year. Some species live separately, in vertical tubes embedded in soft sediment, while others form tangled masses buried in or encrusting rocks and shells. In some habitats populations of phoronids reach tens of thousand of individuals per square meter. The actinotroch larvae are familiar among plankton, and sometimes account for a significant proportion of the zooplankton biomass. Predators include fish, gastropods (snails), and nematodes (tiny roundworms). One phoronid species is unpalatable to many epibenthic predators. Various parasites infest phoronids' body cavities, digestive tract and tentacles. It is unknown whether phoronids have any significance for humans. The International Union for Conservation of Nature (IUCN) has not listed any phoronid species as endangered. As of 2010 there are no indisputable body fossils of phoronids. There is good evidence that phoronids created trace fossils found in the Silurian, Devonian, Permian, Jurassic and Cretaceous periods, and possibly in the Ordovician and Triassic. Phoronids, brachiopods and bryozoans (ectoprocts) have collectively been called lophophorates, because all use lophophores to feed. From about the 1940s to the 1990s, family trees based on embryological and morphological features placed lophophorates among or as a sister group to the deuterostomes, a super-phylum which includes chordates and echinoderms. While a minority adhere to this view, most researchers now regard phoronids as members of the protostome super-phylum Lophotrochozoa. Although analysts using molecular phylogeny are confident that members of Lophotrochozoa are more closely related to each other than of non-members, the relationships between members are mostly unclear. Some analyses regard phoronids and brachiopods as sister-groups, while others place phoronids as a sub-group within brachiopoda.",img/phoronida.jpg,phoronida
OWLClass_001166,"The Placozoa are a basal form of free-living (non-parasitic) multicellular organism. They are the simplest in structure of all multicellular animals. They are generally classified as a single species, Trichoplax adhaerens, although there is enough genetic diversity that it is likely that they should be considered multiple, morphologically similar genera. Although they were first discovered in 1883 by the German zoologist, Franz Eilhard Schulze (1840-1921) and since the 1970s more systematically analyzed by the German protozoologist, Karl Gottlieb Grell (1912-1994), a common name does not yet exist for the taxon; the scientific name means ""flat animals"".",img/placozoa.jpg,placozoa
OWLClass_001167,"The flatworms, flat worms, Platyhelminthes, Plathelminthes, or platyhelminths are a phylum of relatively simple bilaterian, unsegmented, soft-bodied invertebrates. Unlike other bilaterians, they are acoelomates (having no body cavity), and have no specialized circulatory and respiratory organs, which restricts them to having flattened shapes that allow oxygen and nutrients to pass through their bodies by diffusion. The digestive cavity has only one opening for both ingestion (intake of nutrients) and egestion (removal of undigested wastes); as a result, the food cannot be processed continuously. In traditional medicinal texts, Platyhelminthes are divided into Turbellaria, which are mostly non-parasitic animals such as planarians, and three entirely parasitic groups: Cestoda, Trematoda and Monogenea; however, since the turbellarians have since been proven not to be monophyletic, this classification is now deprecated. Free-living flatworms are mostly predators, and live in water or in shaded, humid terrestrial environments, such as leaf litter. Cestodes (tapeworms) and trematodes (flukes) have complex life-cycles, with mature stages that live as parasites in the digestive systems of fish or land vertebrates, and intermediate stages that infest secondary hosts. The eggs of trematodes are excreted from their main hosts, whereas adult cestodes generate vast numbers of hermaphroditic, segment-like proglottids that detach when mature, are excreted, and then release eggs. Unlike the other parasitic groups, the monogeneans are external parasites infesting aquatic animals, and their larvae metamorphose into the adult form after attaching to a suitable host. Because they do not have internal body cavities, Platyhelminthes were regarded as a primitive stage in the evolution of bilaterians (animals with bilateral symmetry and hence with distinct front and rear ends). However, analyses since the mid-1980s have separated out one subgroup, the Acoelomorpha, as basal bilaterians -- closer to the original bilaterians than to any other modern groups. The remaining Platyhelminthes form a monophyletic group, one that contains all and only descendants of a common ancestor that is itself a member of the group. The redefined Platyhelminthes is part of the Lophotrochozoa, one of the three main groups of more complex bilaterians. These analyses had concluded the redefined Platyhelminthes, excluding Acoelomorpha, consists of two monophyletic subgroups, Catenulida and Rhabditophora, with Cestoda, Trematoda and Monogenea forming a monophyletic subgroup within one branch of the Rhabditophora. Hence, the traditional platyhelminth subgroup ""Turbellaria"" is now regarded as paraphyletic, since it excludes the wholly parasitic groups, although these are descended from one group of ""turbellarians"". Two planarian species have been used successfully in the Philippines, Indonesia, Hawaii, New Guinea, and Guam to control populations of the imported giant African snail Achatina fulica, which was displacing native snails. However, there is now concern that these planarians may themselves become a serious threat to native snails. In northwest Europe, there are concerns about the spread of the New Zealand planarian Arthurdendyus triangulatus, which preys on earthworms.",img/platyhelminthes.jpg,platyhelminthes
OWLClass_001168,"Sponges, the members of the phylum Porifera (; meaning ""pore bearer""), are a basal Metazoa clade as sister of the Diploblasts. They are multicellular organisms that have bodies full of pores and channels allowing water to circulate through them, consisting of jelly-like mesohyl sandwiched between two thin layers of cells. The branch of zoology that studies sponges is known as spongiology. Sponges have unspecialized cells that can transform into other types and that often migrate between the main cell layers and the mesohyl in the process. Sponges do not have nervous, digestive or circulatory systems. Instead, most rely on maintaining a constant water flow through their bodies to obtain food and oxygen and to remove wastes. Sponges were first to branch off the evolutionary tree from the common ancestor of all animals, making them the sister group of all other animals.",img/porifera.jpg,porifera
OWLClass_001169,"Priapulida , sometimes referred to as penis worms, is a phylum of unsegmented marine worms. The name of the phylum relates to the Greek god of fertility, because their general shape and their extensible spiny introvert (eversible proboscis) may recall the shape of a penis. They live in the mud and in comparatively shallow waters up to 90 metres (300 ft) deep. Some species show a remarkable tolerance for hydrogen sulfide and anoxia. They can be quite abundant in some areas. In an Alaskan bay as many as 85 adult individuals of Priapulus caudatus per square meter has been recorded, while the density of its larvae can be as high as 58,000 per square meter. Together with Echiura and Sipuncula, they were once placed in the taxon Gephyrea, but consistent morphological and molecular evidence supports their belonging to Ecdysozoa, which also includes arthropods and nematodes. Fossil findings show that the mouth design of the stem-arthropod Pambdelurion is identical with that of priapulids, indicating that their mouth is an original trait inherited from the last common ancestor of both priapulids and arthropods, even if modern arthropods no longer possess it. Among Ecdysozoa, their nearest relatives are Kinorhyncha and Loricifera, with which they constitute the Scalidophora clade named after the spines covering the introvert (scalids). They feed on slow-moving invertebrates, such as polychaete worms. Priapulid-like fossils are known at least as far back as the Middle Cambrian. They were likely major predators of the Cambrian period. However, crown-group priapulids cannot be recognized until the Carboniferous. About 20 extant species of priapulid worms are known, half of them being of meiobenthic size.",img/priapulida.jpg,priapulida
OWLClass_001170,"Dicyemida, also known as Rhombozoa, is a phylum of tiny parasites that live in the renal appendages of cephalopods.",img/rhombozoa.jpg,rhombozoa
OWLClass_001171,"The rotifers (Rotifera, commonly called wheel animals) make up a phylum of microscopic and near-microscopic pseudocoelomate animals. They were first described by Rev. John Harris in 1696, and other forms were described by Antonie van Leeuwenhoek in 1703. Most rotifers are around 0.1 - 0.5 mm long, and are common in freshwater environments throughout the world with a few saltwater species; for example, those of genus Synchaeta. Some rotifers are free swimming and truly planktonic, others move by inchworming along a substrate, and some are sessile, living inside tubes or gelatinous holdfasts that are attached to a substrate. About 25 species are colonial (e.g., Sinantherina semibullata), either sessile or planktonic. Rotifers are an important part of the freshwater zooplankton, being a major foodsource and with many species also contributing to the decomposition of soil organic matter. Most species of the rotifers are cosmopolitan, but there are also some endemic species, like Cephalodella vittata to Lake Baikal. Recent barcoding evidence, however, suggests that some 'cosmopolitan' species, such as Brachionus plicatilis, B. calyciflorus, Lecane bulla, among others, are actually species complexes. In some recent treatments, rotifers are placed with acanthocephalans in a larger clade called Syndermata.",img/rotifera.jpg,rotifera
OWLClass_001172,"Tardigrades are water-dwelling, eight-legged, segmented micro-animals. They were first discovered by the German zoologist Johann August Ephraim Goeze in 1773. The name Tardigrada (meaning ""slow stepper"") was given three years later by the Italian biologist Lazzaro Spallanzani. They have been found everywhere: from mountain tops to the deep sea and mud volcanoes; from tropical rain forests to the Antarctic. Tardigrades are among the most resilient known animals, with individual species able to survive extreme conditions that would be rapidly fatal to nearly all other known life forms, such as exposure to extreme temperatures, extreme pressures (both high and low), air deprivation, radiation, dehydration, and starvation. About 1,150 known species form the phylum Tardigrada, a part of the superphylum Ecdysozoa. The group includes fossils dating from 530 million years ago, in the Cambrian period. Usually, tardigrades are about 0.5 mm (0.02 in) long when they are fully grown. They are short and plump, with four pairs of legs, each with four to eight claws also known as ""disks"". Tardigrades are prevalent in mosses and lichens and feed on plant cells, algae, and small invertebrates. When collected, they may be viewed under a very low-power microscope, making them accessible to students and amateur scientists.",img/tardigrada.jpg,tardigrada
OWLClass_001173,"Xenacoelomorpha is a basal bilaterian phylum of small and very simple animals, grouping the xenoturbellids with the acoelomorphs. It was suggested by morphological synapomorphies, and confirmed by phylogenomic analyses of molecular data. Xenacoelomorphs emerged with the Nephrozoa as sister clade.",img/xenacoelomorpha.jpg,xenacoelomorpha
OWLClass_001174,"Hornworts are a group of non-vascular plants constituting the division Anthocerotophyta. The common name refers to the elongated horn-like structure, which is the sporophyte. As in mosses and liverworts, the flattened, green plant body of a hornwort is the gametophyte plant. Hornworts may be found worldwide, though they tend to grow only in places that are damp or humid. Some species grow in large numbers as tiny weeds in the soil of gardens and cultivated fields. Large tropical and sub-tropical species of Dendroceros may be found growing on the bark of trees. The total number of species is still uncertain. While there are more than 300 published species names, the actual number could be as low as 100-150 species.",img/anthocerotophyta.jpg,anthocerotophyta
OWLClass_001175,"Mosses are small flowerless plants that typically grow in dense green clumps or mats, often in damp or shady locations. The individual plants are usually composed of simple leaves that are generally only one cell thick, attached to a stem that may be branched or unbranched and has only a limited role in conducting water and nutrients. Although some species have conducting tissues, these are generally poorly developed and structurally different from similar tissue found in vascular plants. Mosses do not have seeds and after fertilisation develop sporophytes with unbranched stalks topped with single capsules containing spores. They are typically 0.2-10 cm (0.1-3.9 in) tall, though some species are much larger. Dawsonia, the tallest moss in the world, can grow to 50 cm (20 in) in height. Mosses are commonly confused with lichens, hornworts, and liverworts. Lichens may superficially look like mosses, and have common names that include the word ""moss"" (e.g., ""reindeer moss"" or ""iceland moss""), but are not related to mosses. Mosses used to be grouped together with the hornworts and liverworts as ""non-vascular"" plants in the former division ""bryophytes"", all of them having the haploid gametophyte generation as the dominant phase of the life cycle. This contrasts with the pattern in all vascular plants (seed plants and pteridophytes), where the diploid sporophyte generation is dominant. Mosses are now classified on their own as the division Bryophyta. There are approximately 12,000 species. The main commercial significance of mosses is as the main constituent of peat (mostly the genus Sphagnum), although they are also used for decorative purposes, such as in gardens and in the florist trade. Traditional uses of mosses included as insulation and for the ability to absorb liquids up to 20 times their weight.",img/bryophyta.jpg,bryophyta
OWLClass_001176,"Charophyta is a division of freshwater green algae. The terrestrial plants, the Embryophyta emerged within Charophyta, with the class Zygnematophyceae as a sister group. With the cladistic inclusion of the Embryophyta, the Charophyta is synonymous with the Streptophyta. The sister group of the Charophytes are the Chlorophyta. Some charophyte groups, such as Zygnematophyceae or conjugating green algae, flagella are absent and sexual reproduction does not involve free-swimming flagellate sperm. Flagellate sperm, however, are found in stoneworts (Charales) and Coleochaetales, orders of parenchymatous charophytes that are the closest relatives of the land plants, where flagellate sperm are also present in all except the conifers and flowering plants. Fossil stoneworts of Devonian age that are similar to those of the present day have been described from the Rhynie chert of Scotland.",img/charophyta.jpg,charophyta
OWLClass_001177,"Chlorophyta is a division of green algae, informally called chlorophytes. The name is used in two very different senses, so care is needed to determine the use by a particular author. In older classification systems, it refers to a highly paraphyletic group of all the green algae within the green plants (Viridiplantae) and thus includes about 7,000 species of mostly aquatic photosynthetic eukaryotic organisms. In newer classifications, it refers to the sister of the streptophytes/charophytes. The clade Streptophyta consists of the Charophyta in which the Embryophyta emerged. In this sense the Chlorophyta includes only about 4,300 species. Like the land plants (bryophytes and tracheophytes), green algae contain chlorophyll a and chlorophyll b and store food as starch in their plastids. The division contains both unicellular and multicellular species. Some conduct sexual reproduction, which is oogamous or isogamous. All members of the clade have motile flagellated swimming cells. While most species live in freshwater habitats and a large number in marine habitats, other species are adapted to a wide range of land environments. For example, Chlamydomonas nivalis, which causes Watermelon snow, lives on summer alpine snowfields. Others, such as Trentepohlia species, live attached to rocks or woody parts of trees. Monostroma kuroshiense, an edible green alga cultivated worldwide and most expensive among green algae, belongs to this group. Some members of the Chlorophyta form symbiotic relationships with protozoa, sponges, and cnidarians. Others form symbiotic relationships with fungi to form lichens.",img/chlorophyta.jpg,chlorophyta
OWLClass_001178,"Cycads are seed plants with a long fossil history that were formerly more abundant and more diverse than they are today. They typically have a stout and woody (ligneous) trunk with a crown of large, hard and stiff, evergreen leaves. They usually have pinnate leaves. The individual plants are either all male or all female (dioecious). Cycads vary in size from having trunks only a few centimeters to several meters tall. They typically grow very slowly and live very long, with some specimens known to be as much as 1,000 years old. Because of their superficial resemblance, they are sometimes mistaken for palms or ferns, but they are not closely related to either group. Cycads are gymnosperms (naked seeded), meaning their unfertilized seeds are open to the air to be directly fertilized by pollination, as contrasted with angiosperms, which have enclosed seeds with more complex fertilization arrangements. Cycads have very specialized pollinators, usually a specific species of beetle. They have been reported to fix nitrogen in association with various cyanobacteria living in the roots (the ""coralloid"" roots). These photosynthetic bacteria produce a neurotoxin called BMAA that is found in the seeds of cycads. This neurotoxin may enter a human food chain as the cycad seeds may be eaten directly as a source of flour by humans or by wild or feral animals such as bats, and humans may eat these animals. It is hypothesized that this is a source of some neurological diseases in humans.",img/cycadophyta.jpg,cycadophyta
OWLClass_001179,"Ginkgoales or Ginkgophyte is a gymnosperm order containing only one extant species: Ginkgo biloba, the ginkgo tree. It is monotypic, (the only taxon) within the class Ginkgoopsida, which itself is monotypic within the division Ginkgophyta. The order includes five families, of which only Ginkgoaceae remains extant.",img/ginkgophyta.jpg,ginkgophyta
OWLClass_001180,"The glaucophytes, also known as glaucocystophytes or glaucocystids, are a small group of rare freshwater microscopic algae. Together with the red algae (Rhodophyta) and the green algae plus land plants (Viridiplantae or Chloroplastida), they form the Archaeplastida. However, the relationships among the red algae, green algae and glaucophytes are unclear, in large part due to limited study of the glaucophytes. The glaucophytes are of interest to biologists studying the development of chloroplasts because some studies suggest they may be similar to the original algal type that led to green plants and red algae in that they may be basal Archaeplastida.",img/glaucophyta.jpg,glaucophyta
OWLClass_001181,"Gnetophyta is a division of plants, grouped within the gymnosperms (which also includes conifers, cycads, and ginkgos), that consists of some 70 species across the three relict genera: Gnetum (family Gnetaceae), Welwitschia (family Welwitschiaceae), and Ephedra (family Ephedraceae). Fossilized pollen attributed to a close relative of Ephedra has been dated as far back as the Early Cretaceous. Though diverse and dominant in the Paleogene and the Neogene , only three families, each containing a single genus, are still alive today. The primary difference between gnetophytes and other gymnosperms is the presence of vessel elements, a system of conduits that transport water within the plant, similar to those found in flowering plants. Because of this, gnetophytes were once thought to be the closest gymnosperm relatives to flowering plants, but more recent molecular studies have largely disproven this hypothesis. Though it is clear they are all closely related, the exact evolutionary inter-relationships between gnetophytes are unclear. Some classifications hold that all three genera should be placed in a single order (Gnetales), while other classifications say they should be distributed among three separate orders, each containing a single family and genus. Most morphological and molecular studies confirm that the genera Gnetum and Welwitschia diverged from each other more recently than they did from Ephedra.",img/gnetophyta.jpg,gnetophyta
OWLClass_001182,"The Division Lycopodiophyta (sometimes called lycophyta or lycopods) is a tracheophyte subgroup of the Kingdom Plantae. It is one of the oldest lineages of extant (living) vascular plants and contains extinct plants like Baragwanathia that have been dated from the Silurian (ca. 425 million years ago). These species reproduce by shedding spores and have macroscopic alternation of generations, although some are homosporous while others are heterosporous. Most members of Lycopodiophyta bear a protostele, and the sporophyte generation is dominant. They differ from all other vascular plants in having microphylls, leaves that have only a single vascular trace (vein) rather than the much more complex megaphylls found in ferns and seed plants.",img/lycopodiophyta.jpg,lycopodiophyta
OWLClass_001183,"The flowering plants, also known as angiosperms, Angiospermae or Magnoliophyta, are the most diverse group of land plants, with 416 families, approximately 13,164 known genera and c. 295,383 known species. Like gymnosperms, angiosperms are seed-producing plants. However, they are distinguished from gymnosperms by characteristics including flowers, endosperm within the seeds, and the production of fruits that contain the seeds. Etymologically, angiosperm means a plant that produces seeds within an enclosure; in other words, a fruiting plant. The term comes from the Greek words angeion (""case"" or ""casing"") and sperma (""seed""). The ancestors of flowering plants diverged from gymnosperms in the Triassic Period, 245 to 202 million years ago (mya), and the first flowering plants are known from 160 mya. They diversified extensively during the Lower Cretaceous, became widespread by 120 mya, and replaced conifers as the dominant trees from 100 to 60 mya.",img/magnoliophyta.jpg,magnoliophyta
OWLClass_001184,"The Marchantiophyta are a division of non-vascular land plants commonly referred to as hepatics or liverworts. Like mosses and hornworts, they have a gametophyte-dominant life cycle, in which cells of the plant carry only a single set of genetic information. It is estimated that there are about 9000 species of liverworts. Some of the more familiar species grow as a flattened leafless thallus, but most species are leafy with a form very much like a flattened moss. Leafy species can be distinguished from the apparently similar mosses on the basis of a number of features, including their single-celled rhizoids. Leafy liverworts also differ from most (but not all) mosses in that their leaves never have a costa (present in many mosses) and may bear marginal cilia (very rare in mosses). Other differences are not universal for all mosses and liverworts, but the occurrence of leaves arranged in three ranks, the presence of deep lobes or segmented leaves, or a lack of clearly differentiated stem and leaves all point to the plant being a liverwort. Liverworts are typically small, usually from 2-20 mm wide with individual plants less than 10 cm long, and are therefore often overlooked. However, certain species may cover large patches of ground, rocks, trees or any other reasonably firm substrate on which they occur. They are distributed globally in almost every available habitat, most often in humid locations although there are desert and Arctic species as well. Some species can be a nuisance in shady greenhouses or a weed in gardens.",img/marchantiophyta.jpg,marchantiophyta
OWLClass_001185,"The Pinophyta, also known as Coniferophyta or Coniferae, or commonly as conifers, are a division of vascular land plants containing a single extant class, Pinopsida. They are gymnosperms, cone-bearing seed plants. All extant conifers are perennial woody plants with secondary growth. The great majority are trees, though a few are shrubs. Examples include cedars, Douglas firs, cypresses, firs, junipers, kauri, larches, pines, hemlocks, redwoods, spruces, and yews. As of 1998, the division Pinophyta was estimated to contain eight families, 68 genera, and 629 living species. Although the total number of species is relatively small, conifers are ecologically important. They are the dominant plants over large areas of land, most notably the taiga of the Northern Hemisphere, but also in similar cool climates in mountains further south. Boreal conifers have many wintertime adaptations. The narrow conical shape of northern conifers, and their downward-drooping limbs, help them shed snow. Many of them seasonally alter their biochemistry to make them more resistant to freezing. While tropical rainforests have more biodiversity and turnover, the immense conifer forests of the world represent the largest terrestrial carbon sink. Conifers are of great economic value for softwood lumber and paper production.",img/pinophyta.jpg,pinophyta
OWLClass_001186,"A pteridophyte sensu lato is a vascular plant (with xylem and phloem) that reproduces via spores, and therefore was a member of the former and now invalid taxon Pteridophyta. The term is now used only informally to denote a fern (monilophyte) or lycophyte. Because pteridophytes produce neither flowers nor seeds, they are also referred to as ""cryptogams"". The pteridophytes include the ferns, horsetails, and the lycophytes (clubmosses, spikemosses, and quillworts). These are not a monophyletic group because ferns and horsetails are more closely related to seed plants than to the lycophytes. Therefore, ""Pteridophyta"" is now an invalid taxon, although the term pteridophyte remains in common parlance, as do pteridology and pteridologist as a science and its practitioner, to indicate lycophytes and ferns as an informal grouping, such as the International Association of Pteridologists and the Pteridophyte Phylogeny Group.",img/pteridophyta.jpg,pteridophyta
OWLClass_001187,"The red algae, or Rhodophyta, are one of the oldest groups of eukaryotic algae. The Rhodophyta also comprises one of the largest phyla of algae, containing over 7,000 currently recognized species with taxonomic revisions ongoing. The majority of species (6,793) are found in the Florideophyceae (class), and mostly consist of multicellular, marine algae, including many notable seaweeds. Approximately 5% of the red algae occur in freshwater environments with greater concentrations found in the warmer area. There are no terrestrial species, which is assumed to be traced back to an evolutionary bottleneck where the last common ancestor lost about 25% of its core genes and much of its evolutionary plasticity. The red algae form a distinct group characterized by having eukaryotic cells without flagella and centrioles, chloroplasts that lack external endoplasmic reticulum and contain unstacked (stoma) thylakoids, and use phycobiliproteins as accessory pigments, which give them their red color. Red algae store sugars as floridean starch, which is a type of starch that consists of highly branched amylopectin without amylose, as food reserves outside their plastids. Most red algae are also multicellular, macroscopic, marine, and reproduce sexually. The red algal life history is typically an alternation of generations that may have three generations rather than two.",img/rhodophyta.jpg,rhodophyta
OWLClass_001189,"Ascomycota is a division or phylum of the kingdom Fungi that, together with the Basidiomycota, form the subkingdom Dikarya. Its members are commonly known as the sac fungi or ascomycetes. They are the largest phylum of Fungi, with over 64,000 species. The defining feature of this fungal group is the ""ascus"", a microscopic sexual structure in which nonmotile spores, called ascospores, are formed. However, some species of the Ascomycota are asexual, meaning that they do not have a sexual cycle and thus do not form asci or ascospores. Previously placed in the Deuteromycota along with asexual species from other fungal taxa, asexual (or anamorphic) ascomycetes are now identified and classified based on morphological or physiological similarities to ascus-bearing taxa, and by phylogenetic analyses of DNA sequences. The ascomycetes are a monophyletic group, i.e. it contains all descendants of one common ancestor. This group is of particular relevance to humans as sources for medicinally important compounds, such as antibiotics and for making bread, alcoholic beverages, and cheese, but also as pathogens of humans and plants. Familiar examples of sac fungi include morels, truffles, brewer's yeast and baker's yeast, dead man's fingers, and cup fungi. The fungal symbionts in the majority of lichens (loosely termed ""ascolichens"") such as Cladonia belong to the Ascomycota. There are many plant-pathogenic ascomycetes, including apple scab, rice blast, the ergot fungi, black knot, and the powdery mildews. Several species of ascomycetes are biological model organisms in laboratory research. Most famously, Neurospora crassa, several species of yeasts, and Aspergillus species are used in many genetics and cell biology studies. Penicillium species on cheeses and those producing antibiotics for treating bacterial infectious diseases are examples of taxa that belong to the Ascomycota.",img/ascomycota.jpg,ascomycota
OWLClass_001190,"Basidiomycota is one of two large divisions that, together with the Ascomycota, constitute the subkingdom Dikarya (often referred to as the ""higher fungi"") within the kingdom Fungi. More specifically the Basidiomycota include these groups: mushrooms, puffballs, stinkhorns, bracket fungi, other polypores, jelly fungi, boletes, chanterelles, earth stars, smuts, bunts, rusts, mirror yeasts, and the human pathogenic yeast Cryptococcus. Basidiomycota are filamentous fungi composed of hyphae (except for basidiomycota-yeast; refer yeast for more information) and reproduce sexually via the formation of specialized club-shaped end cells called basidia that normally bear external meiospores (usually four). These specialized spores are called basidiospores. However, some Basidiomycota reproduce asexually in addition or exclusively. Basidiomycota that reproduce asexually can be recognized as members of this division by gross similarity to others, by the formation of a distinctive anatomical feature (the clamp connection), cell wall components, and definitively by phylogenetic molecular analysis of DNA sequence data.",img/basidiomycota.jpg,basidiomycota
OWLClass_001191,"Blastocladiomycota is one of the currently recognized phyla within the kingdom Fungi. Blastocladiomycota was originally the order Blastocladiales within the phylum Chytridiomycota until molecular and zoospore ultrastructural characters were used to demonstrate it was not monophyletic with Chytridiomycota. The order was first erected by Petersen for a single genus, Blastocladia, which was originally considered a member of the oomycetes. Accordingly, members of Blastocladiomycota are often referred to colloquially as ""chytrids."" However, some feel ""chytrid"" should refer only to members of Chytridiomycota. Thus, members of Blastocladiomyota are commonly called ""blastoclads"" by mycologists. Alternatively, members of Blastocladiomycota, Chytridiomycota, and Neocallimastigomycota lumped together as the zoosporic true fungi. Blastocladiomycota contains 5 families and approximately 12 genera. This early diverging branch of kingdom Fungi is the first to exhibit alternation of generations. As well, two (once) popular model organisms -- Allomyces macrogynus and Blastocladiella emersonii -- belong to this phylum.",img/blastocladiomycota.jpg,blastocladiomycota
OWLClass_001192,"Chytridiomycota is a division of zoosporic organisms in the kingdom Fungi, informally known as chytrids. Chytrids are one of the early diverging fungal lineages, and their membership in kingdom Fungi is demonstrated with chitin cell walls, a posterior whiplash flagellum, absorptive nutrition, use of glycogen as an energy storage compound, and synthesis of lysine. Chytrids are saprobic, degrading refractory materials such as chitin and keratin, and sometimes act as parasites. There has been a significant increase in the research of chytrids since the discovery of Batrachochytrium dendrobatidis, the causal agent of chytridiomycosis.",img/chytridiomycota.jpg,chytridiomycota
OWLClass_001193,"Glomeromycota (informally glomeromycetes) is one of eight currently recognized divisions within the kingdom Fungi, with approximately 230 described species. Members of the Glomeromycota form arbuscular mycorrhizas (AMs) with the thalli of bryophytes) and the roots of vascular land plants. Not all species have been shown to form AMs, and one, Geosiphon pyriformis, is known not to do so. Instead, it forms an endocytobiotic association with Nostoc cyanobacteria. The majority of evidence shows that the Glomeromycota are dependent on land plants (Nostoc in the case of Geosiphon) for carbon and energy, but there is recent circumstantial evidence that some species may be able to lead an independent existence. The arbuscular mycorrhizal species are terrestrial and widely distributed in soils worldwide where they form symbioses with the roots of the majority of plant species (>80%). They can also be found in wetlands, including salt-marshes, and associated with epiphytic plants.",img/glomeromycota.jpg,glomeromycota
